0,7.351364184463153,15.743933,91
1,7.400616808384887,4.503711,33
2,7.458122847290851,2.994853,52
3,7.293972367896066,9.790984,663
4,7.333333333333333,140.457511,36382
5,8.222222222222221,1.049805,45
6,7.400616808384887,1.238312,67
7,7.293972367896066,1.090701,43
8,7.368513865595045,1.788483,100
9,7.293972367896066,1.824267,266
10,7.293972367896066,2.77001,73
11,7.248451997499977,1.206649,102
12,7.248451997499977,0.830804,34
13,7.555555555555555,1.378416,128
14,7.400616808384887,1.194047,76
15,7.400616808384887,0.947688,50
16,7.293972367896066,1.247707,145
17,7.293972367896066,1.144806,40
18,7.248451997499977,5.912024,433
19,7.400616808384887,0.902963,104
20,7.248451997499977,1.290425,152
21,7.293972367896066,0.381752,25
22,7.333333333333333,1.104713,29
23,7.293972367896066,5.383586,3765
24,7.293972367896066,1.11927,266
25,8.27216552697591,0.883605,243
26,8.222222222222221,0.895673,182
27,8.314269680527355,0.515208,17
28,8.314269680527355,0.195301,5
29,7.192450089729875,0.515803,24
30,7.248451997499977,1.637611,141
31,7.333333333333333,16.479354,139
32,7.293972367896066,6.593303,9
33,7.293972367896066,0.39598,20
34,7.430331482911935,0.401622,8
35,7.333333333333333,4.529595,120
36,7.293972367896066,1.660691,123
37,7.333333333333333,0.547062,26
38,7.248451997499977,0.806078,149
39,7.368513865595045,0.503277,52
40,7.333333333333333,0.476933,65
41,7.248451997499977,0.688804,103
42,7.192450089729875,0.751746,164
43,7.368513865595045,0.328997,22
44,7.248451997499977,0.810338,56
45,7.509175077217316,0.280166,8
46,7.333333333333333,1.168467,459
47,7.400616808384887,0.583741,34
48,7.293972367896066,0.07945,4
49,7.333333333333333,0.731803,117
50,7.248451997499977,0.433574,54
51,7.430331482911935,0.922574,55
52,7.333333333333333,4.789958,215
53,7.430331482911935,0.382816,25
54,7.532870169256968,1.03074,311
55,7.368513865595045,0.713468,109
56,7.400616808384887,0.425456,46
57,7.430331482911935,0.431488,29
58,7.415739709641549,0.767689,134
59,7.38490017945975,0.465618,50
60,7.222222222222222,0.596022,102
61,7.351364184463153,0.419925,48
62,7.351364184463153,0.902686,116
63,7.2721655269759085,0.48748,46
64,7.314269680527355,7.087054,908
65,7.38490017945975,0.735192,232
66,7.351364184463153,0.395837,51
67,7.351364184463153,0.436196,73
68,7.351364184463153,1.204627,253
69,7.314269680527355,0.547736,43
70,7.351364184463153,0.176842,5
71,7.314269680527355,0.603601,124
72,7.314269680527355,0.418037,31
73,7.2721655269759085,0.650952,79
74,7.351364184463153,0.61555,46
75,7.222222222222222,3.086412,16
76,7.2721655269759085,1.014621,147
77,7.248451997499977,0.684752,72
78,7.248451997499977,0.464156,29
79,7.333333333333333,1.68006,861
80,7.333333333333333,0.898218,17
81,7.314269680527355,0.620844,49
82,7.2721655269759085,0.40841,81
83,7.2721655269759085,0.817104,126
84,7.444444444444445,0.980651,559
85,7.2721655269759085,1.129544,116
86,7.333333333333333,0.425725,38
87,7.333333333333333,0.409174,56
88,7.293972367896066,0.826116,89
89,7.248451997499977,0.639365,204
90,7.333333333333333,0.450596,45
91,7.333333333333333,2.66665,142
92,7.458122847290851,4.283246,40
93,7.248451997499977,1.403867,28
94,7.293972367896066,0.638379,47
95,7.248451997499977,1.091174,448
96,8.333333333333334,0.505073,70
97,8.400616808384887,0.815596,172
98,8.368513865595045,0.82408,21
99,8.38490017945975,0.682137,89
100,8.333333333333334,0.529303,12
101,8.333333333333334,0.89422,8
102,8.400616808384887,0.419777,22
103,8.400616808384887,0.798468,10
104,8.333333333333334,0.525239,55
105,8.368513865595045,1.168321,645
106,8.430331482911935,5.938372,65
107,8.333333333333334,0.93196,36
108,8.400616808384887,0.661715,31
109,8.368513865595045,0.726021,95
110,8.368513865595045,0.924346,22
111,8.430331482911935,0.21976,20
112,8.368513865595045,0.509347,38
113,8.368513865595045,0.497905,80
114,8.333333333333334,0.309213,15
115,8.430331482911935,1.107888,419
116,8.333333333333334,0.412017,37
117,8.368513865595045,0.423146,72
118,8.293972367896066,0.493241,14
119,8.368513865595045,0.77988,196
120,8.368513865595045,0.634065,171
121,8.333333333333334,0.347286,26
122,8.400616808384887,0.539172,78
123,8.368513865595045,0.530354,56
124,8.293972367896066,0.969301,121
125,8.293972367896066,0.769352,105
126,8.333333333333334,4.4497,26
127,8.368513865595045,0.20193,8
128,8.400616808384887,0.333415,16
129,8.333333333333334,0.670111,73
130,8.484322104837853,0.611207,82
131,8.368513865595045,0.456892,6
132,8.368513865595045,0.480962,36
133,8.368513865595045,0.705952,172
134,8.400616808384887,0.766034,178
135,8.368513865595045,0.333474,10
136,8.333333333333334,1.820517,517
137,8.368513865595045,0.66397,35
138,8.333333333333334,0.536755,81
139,8.333333333333334,0.880611,34
140,8.368513865595045,0.900338,63
141,8.400616808384887,0.289824,21
142,8.430331482911935,0.404976,10
143,8.400616808384887,0.534628,13
144,8.368513865595045,0.477728,32
145,8.458122847290852,0.513523,16
146,8.351364184463153,0.515235,48
147,8.444444444444445,2.894093,126
148,8.41573970964155,1.126961,420
149,8.38490017945975,0.702372,65
150,8.38490017945975,0.371684,26
151,8.38490017945975,1.844039,32
152,8.41573970964155,1.556133,479
153,8.41573970964155,0.44701,16
154,8.444444444444445,0.511602,6
155,8.38490017945975,4.232155,1780
156,8.41573970964155,0.991924,154
157,8.444444444444445,0.69447,151
158,8.41573970964155,0.884233,144
159,8.351364184463153,0.270833,28
160,8.471404520791031,0.188882,24
161,8.444444444444445,0.246224,6
162,8.444444444444445,0.533693,156
163,8.351364184463153,0.346331,70
164,8.351364184463153,0.322909,50
165,8.471404520791031,0.226797,1
166,8.41573970964155,0.266692,12
167,8.38490017945975,0.546079,66
168,8.41573970964155,0.472643,81
169,8.471404520791031,0.276436,26
170,8.521157306647048,0.378161,18
171,8.38490017945975,0.247623,30
172,8.38490017945975,0.455098,44
173,8.444444444444445,0.451064,26
174,8.444444444444445,0.592408,63
175,8.41573970964155,0.473632,59
176,8.444444444444445,0.372249,45
177,8.351364184463153,1.18092,430
178,8.38490017945975,0.877557,79
179,8.444444444444445,0.917065,29
180,8.444444444444445,1.001575,147
181,8.38490017945975,1.439643,133
182,8.351364184463153,1.011497,97
183,8.38490017945975,0.672038,26
184,8.41573970964155,1.126883,244
185,8.38490017945975,0.896286,57
186,8.38490017945975,0.462452,24
187,8.444444444444445,0.966551,17
188,8.38490017945975,0.968148,73
189,8.41573970964155,0.725555,68
190,8.444444444444445,0.996073,96
191,8.521157306647048,0.898585,12
192,8.38490017945975,1.500195,98
193,8.351364184463153,1.529859,337
194,8.444444444444445,0.652323,48
195,8.521157306647048,0.81107,62
196,8.41573970964155,0.998681,46
197,8.521157306647048,0.48601,19
198,8.496903994999954,1.319614,642
199,8.351364184463153,0.770624,56
200,8.351364184463153,0.939187,53
201,8.38490017945975,1.130724,38
202,8.444444444444445,1.348149,32
203,8.41573970964155,0.746754,46
204,8.471404520791031,1.3855,277
